loan_id,disbursal_month,disbursal_date,segment,city_tier,loan_amount,tenure_months,interest_rate,bureau_risk_score,is_bad_vintage
L4263,2026-03,2026-03-01,Salaried,Tier 2,72575,12,17.48,691,False
L4264,2026-03,2026-03-01,Self-Employed,Tier 1,84403,24,14.53,506,False
L4265,2026-03,2026-03-01,Self-Employed,Tier 2,94146,48,14.56,817,False
L4266,2026-03,2026-03-01,Salaried,Tier 2,49353,24,18.71,660,False
L4267,2026-03,2026-03-01,Self-Employed,Tier 1,15000,36,15.3,699,False
L4268,2026-03,2026-03-01,Salaried,Tier 3,78419,24,20.87,750,False
L4269,2026-03,2026-03-01,Salaried,Tier 2,97985,48,15.79,690,False
L4270,2026-03,2026-03-01,Self-Employed,Tier 1,72012,36,18.76,837,False
L4271,2026-03,2026-03-01,Salaried,Tier 2,74285,36,18.92,849,False
L4272,2026-03,2026-03-01,Salaried,Tier 3,49350,24,15.5,548,False
L4273,2026-03,2026-03-01,Salaried,Tier 2,58009,24,11.54,673,False
L4274,2026-03,2026-03-01,Salaried,Tier 1,63216,36,13.63,714,False
L4275,2026-03,2026-03-01,Salaried,Tier 2,78827,12,12.73,682,False
L4276,2026-03,2026-03-01,Salaried,Tier 3,84822,24,16.78,859,False
L4277,2026-03,2026-03-01,Salaried,Tier 1,78290,12,21.42,778,False
L4278,2026-03,2026-03-01,Salaried,Tier 3,85467,12,18.29,727,False
L4279,2026-03,2026-03-01,Self-Employed,Tier 1,139031,36,14.72,760,False
L4280,2026-03,2026-03-01,Self-Employed,Tier 2,54134,48,16.37,643,False
L4281,2026-03,2026-03-01,Salaried,Tier 2,66484,24,16.3,648,False
L4282,2026-03,2026-03-01,Self-Employed,Tier 2,47670,36,21.12,473,False
L4283,2026-03,2026-03-01,Salaried,Tier 2,88437,36,20.57,517,False
L4284,2026-03,2026-03-01,Salaried,Tier 3,74180,48,18.49,619,False
L4285,2026-03,2026-03-01,Salaried,Tier 2,15000,12,14.6,669,False
L4286,2026-03,2026-03-01,Salaried,Tier 2,45447,12,15.84,730,False
L4287,2026-03,2026-03-01,Salaried,Tier 2,119329,48,12.68,669,False
L4288,2026-03,2026-03-01,Salaried,Tier 3,48371,24,17.58,576,False
L4289,2026-03,2026-03-01,Self-Employed,Tier 1,93316,36,14.87,547,False
L4290,2026-03,2026-03-01,Salaried,Tier 1,54203,24,14.93,772,False
L4291,2026-03,2026-03-01,Salaried,Tier 1,96996,36,21.07,647,False
L4292,2026-03,2026-03-01,Salaried,Tier 1,78833,36,16.96,712,False
L4293,2026-03,2026-03-01,Salaried,Tier 2,121681,12,16.26,544,False
L4294,2026-03,2026-03-01,Salaried,Tier 1,61283,24,15.98,732,False
L4295,2026-03,2026-03-01,Salaried,Tier 3,62796,24,13.14,703,False
L4296,2026-03,2026-03-01,Salaried,Tier 2,130340,12,13.63,745,False
L4297,2026-03,2026-03-01,Self-Employed,Tier 1,165810,12,17.34,647,False
L4298,2026-03,2026-03-01,Salaried,Tier 3,75368,36,13.56,682,False
L4299,2026-03,2026-03-01,Self-Employed,Tier 3,100805,36,12.82,516,False
L4300,2026-03,2026-03-01,Self-Employed,Tier 1,130615,12,15.66,552,False
L4301,2026-04,2026-04-01,Self-Employed,Tier 2,150327,36,21.33,645,False
L4302,2026-04,2026-04-01,Salaried,Tier 2,106780,24,17.21,642,False
L4303,2026-04,2026-04-01,Self-Employed,Tier 1,91195,36,15.69,568,False
L4304,2026-04,2026-04-01,Self-Employed,Tier 2,78639,12,20.52,486,False
L4305,2026-04,2026-04-01,Self-Employed,Tier 1,47870,36,12.39,627,False
L4306,2026-04,2026-04-01,Salaried,Tier 1,114927,36,21.52,518,False
L4307,2026-04,2026-04-01,Self-Employed,Tier 2,65068,12,12.39,801,False
L4308,2026-04,2026-04-01,Self-Employed,Tier 1,125320,48,16.06,665,False
L4309,2026-04,2026-04-01,Salaried,Tier 1,79354,24,21.47,593,False
L4310,2026-04,2026-04-01,Self-Employed,Tier 1,90190,24,17.84,567,False
L4311,2026-04,2026-04-01,Salaried,Tier 3,104234,36,12.0,819,False
L4312,2026-04,2026-04-01,Self-Employed,Tier 1,104971,48,19.32,721,False
L4313,2026-04,2026-04-01,Salaried,Tier 2,82668,24,16.89,730,False
L4314,2026-04,2026-04-01,Salaried,Tier 2,40775,48,20.64,584,False
L4315,2026-04,2026-04-01,Self-Employed,Tier 2,99135,36,12.4,628,False
L4316,2026-04,2026-04-01,Salaried,Tier 1,15000,24,20.97,714,False
L4317,2026-04,2026-04-01,Salaried,Tier 1,137736,36,15.75,728,False
L4318,2026-04,2026-04-01,Salaried,Tier 3,126282,12,14.33,646,False
L4319,2026-04,2026-04-01,Self-Employed,Tier 1,114477,36,20.96,738,False
L4320,2026-04,2026-04-01,Self-Employed,Tier 1,168461,36,17.54,754,False
L4321,2026-04,2026-04-01,Self-Employed,Tier 3,131128,48,18.77,463,False
L4322,2026-04,2026-04-01,Salaried,Tier 2,84680,36,17.84,582,False
L4323,2026-04,2026-04-01,Salaried,Tier 1,83265,12,13.4,768,False
L4324,2026-04,2026-04-01,Self-Employed,Tier 1,91533,36,14.37,721,False
L4325,2026-04,2026-04-01,Self-Employed,Tier 2,119687,36,17.85,629,False
L4326,2026-04,2026-04-01,Salaried,Tier 1,85606,12,20.84,655,False
L4327,2026-04,2026-04-01,Salaried,Tier 3,54610,12,19.15,565,False
L4328,2026-04,2026-04-01,Self-Employed,Tier 1,128818,12,19.47,580,False
L4329,2026-04,2026-04-01,Salaried,Tier 2,87352,48,11.99,661,False
L4330,2026-04,2026-04-01,Self-Employed,Tier 2,76544,36,16.56,727,False
L4331,2026-04,2026-04-01,Self-Employed,Tier 3,100561,12,13.88,622,False
L4332,2026-04,2026-04-01,Self-Employed,Tier 1,95656,36,21.71,692,False
L4333,2026-04,2026-04-01,Salaried,Tier 1,53832,24,20.57,576,False
L4334,2026-04,2026-04-01,Salaried,Tier 1,75913,24,13.8,679,False
L4335,2026-04,2026-04-01,Salaried,Tier 2,99988,12,12.81,628,False
L4336,2026-04,2026-04-01,Self-Employed,Tier 2,104929,24,11.98,560,False
L4337,2026-04,2026-04-01,Salaried,Tier 2,59287,12,20.42,771,False
L4338,2026-04,2026-04-01,Salaried,Tier 1,80146,36,11.96,739,False
L4339,2026-04,2026-04-01,Self-Employed,Tier 2,137058,12,20.9,636,False
L4340,2026-04,2026-04-01,Self-Employed,Tier 3,70402,48,17.52,733,False
L4341,2026-04,2026-04-01,Self-Employed,Tier 2,85885,12,18.99,750,False
L4342,2026-04,2026-04-01,Salaried,Tier 1,147870,24,16.43,746,False
L4343,2026-04,2026-04-01,Self-Employed,Tier 2,52013,48,13.8,677,False
L4344,2026-04,2026-04-01,Self-Employed,Tier 1,103043,36,19.86,688,False
L4345,2026-04,2026-04-01,Salaried,Tier 2,69947,48,21.41,900,False
L4346,2026-04,2026-04-01,Self-Employed,Tier 1,75973,36,15.93,690,False
L4347,2026-04,2026-04-01,Salaried,Tier 3,86001,24,17.83,652,False
L4348,2026-04,2026-04-01,Self-Employed,Tier 3,102482,24,16.31,812,False
L4349,2026-04,2026-04-01,Self-Employed,Tier 3,147140,24,12.73,679,False
L4350,2026-04,2026-04-01,Salaried,Tier 1,15000,24,21.61,677,False
L4351,2026-04,2026-04-01,Salaried,Tier 2,107376,36,17.97,596,False
L4352,2026-04,2026-04-01,Self-Employed,Tier 3,77086,12,14.76,721,False
L4353,2026-04,2026-04-01,Salaried,Tier 1,68388,36,17.79,630,False
L4354,2026-04,2026-04-01,Self-Employed,Tier 3,102662,36,18.35,764,False
L4355,2026-04,2026-04-01,Salaried,Tier 3,88915,24,18.22,539,False
L4356,2026-04,2026-04-01,Salaried,Tier 1,133192,24,14.66,592,False
L4357,2026-04,2026-04-01,Salaried,Tier 3,122602,12,17.02,740,False
L4358,2026-04,2026-04-01,Salaried,Tier 1,46592,24,21.88,663,False
L4359,2026-04,2026-04-01,Salaried,Tier 1,79636,36,17.63,585,False
L4360,2026-04,2026-04-01,Salaried,Tier 1,92952,24,18.53,760,False
L4361,2026-04,2026-04-01,Self-Employed,Tier 3,42294,12,17.08,678,False
L4362,2026-04,2026-04-01,Salaried,Tier 3,96541,48,18.24,833,False
L4363,2026-04,2026-04-01,Self-Employed,Tier 1,94565,24,14.04,804,False
L4364,2026-04,2026-04-01,Self-Employed,Tier 3,158556,48,13.04,875,False
L4365,2026-04,2026-04-01,Self-Employed,Tier 1,109953,48,17.08,779,False
L4366,2026-04,2026-04-01,Salaried,Tier 1,69611,24,20.25,520,False
L4367,2026-04,2026-04-01,Salaried,Tier 2,133146,36,12.78,652,False
L4368,2026-04,2026-04-01,Salaried,Tier 3,140204,12,12.24,580,False
L4369,2026-04,2026-04-01,Salaried,Tier 3,64334,36,20.51,786,False
L4370,2026-04,2026-04-01,Salaried,Tier 1,102702,48,20.28,707,False
L4371,2026-04,2026-04-01,Salaried,Tier 1,105248,12,14.57,800,False
L4372,2026-04,2026-04-01,Salaried,Tier 1,59491,48,15.0,615,False
L4373,2026-04,2026-04-01,Salaried,Tier 2,98761,48,18.86,900,False
L4374,2026-04,2026-04-01,Salaried,Tier 3,116903,36,17.77,707,False
L4375,2026-04,2026-04-01,Salaried,Tier 2,61897,48,18.45,527,False
L4376,2026-04,2026-04-01,Salaried,Tier 1,99186,36,11.79,610,False
L4377,2026-04,2026-04-01,Salaried,Tier 3,52689,12,19.26,737,False
L4378,2026-04,2026-04-01,Self-Employed,Tier 1,104683,36,16.94,761,False
L4379,2026-04,2026-04-01,Self-Employed,Tier 1,104575,48,14.68,608,False
L4380,2026-04,2026-04-01,Salaried,Tier 1,99080,48,11.92,681,False
L4381,2026-04,2026-04-01,Salaried,Tier 2,52761,36,21.13,628,False
L4382,2026-04,2026-04-01,Self-Employed,Tier 1,17440,36,15.27,685,False
L4383,2026-04,2026-04-01,Salaried,Tier 2,68151,36,17.97,715,False
L4384,2026-04,2026-04-01,Salaried,Tier 2,80657,12,14.5,849,False
L4385,2026-04,2026-04-01,Salaried,Tier 2,140212,36,20.81,811,False
L4386,2026-04,2026-04-01,Self-Employed,Tier 2,87317,12,19.46,679,False
L4387,2026-04,2026-04-01,Salaried,Tier 2,76134,36,19.1,525,False
L4388,2026-04,2026-04-01,Salaried,Tier 2,80642,36,17.07,654,False
L4389,2026-04,2026-04-01,Salaried,Tier 1,110218,48,14.27,543,False
L4390,2026-04,2026-04-01,Self-Employed,Tier 1,43004,48,21.83,824,False
L4391,2026-04,2026-04-01,Salaried,Tier 1,85854,36,15.12,680,False
L4392,2026-04,2026-04-01,Self-Employed,Tier 1,156090,48,20.49,540,False
L4393,2026-04,2026-04-01,Salaried,Tier 3,36952,48,12.55,732,False
L4394,2026-04,2026-04-01,Salaried,Tier 1,104884,36,21.16,584,False
L4395,2026-04,2026-04-01,Salaried,Tier 1,60155,48,13.85,665,False
L4396,2026-04,2026-04-01,Self-Employed,Tier 2,67613,36,18.95,740,False
L4397,2026-04,2026-04-01,Salaried,Tier 1,94323,48,18.43,751,False
L4398,2026-04,2026-04-01,Salaried,Tier 2,114614,24,18.05,594,False
L4399,2026-04,2026-04-01,Salaried,Tier 2,63378,36,21.88,528,False
L4400,2026-04,2026-04-01,Salaried,Tier 2,24861,12,11.94,797,False
L4401,2026-04,2026-04-01,Salaried,Tier 1,84699,24,15.0,751,False
L4402,2026-04,2026-04-01,Salaried,Tier 2,19317,12,13.24,643,False
L4403,2026-04,2026-04-01,Salaried,Tier 1,62429,36,19.9,591,False
L4404,2026-04,2026-04-01,Salaried,Tier 1,103437,24,21.18,652,False
L4405,2026-04,2026-04-01,Self-Employed,Tier 3,130009,36,20.58,782,False
L4406,2026-04,2026-04-01,Self-Employed,Tier 2,112493,24,17.0,648,False
L4407,2026-04,2026-04-01,Salaried,Tier 1,79746,48,17.85,631,False
L4408,2026-04,2026-04-01,Self-Employed,Tier 1,108009,12,19.97,639,False
L4409,2026-04,2026-04-01,Salaried,Tier 2,72620,12,19.77,579,False
L4410,2026-04,2026-04-01,Salaried,Tier 1,49747,48,15.06,626,False
L4411,2026-04,2026-04-01,Self-Employed,Tier 2,136928,24,12.88,740,False
L4412,2026-04,2026-04-01,Self-Employed,Tier 2,98973,12,16.63,735,False
L4413,2026-04,2026-04-01,Salaried,Tier 2,140664,24,18.32,627,False
L4414,2026-04,2026-04-01,Self-Employed,Tier 1,90657,12,21.94,636,False
L4415,2026-04,2026-04-01,Self-Employed,Tier 2,39345,48,18.77,606,False
L4416,2026-04,2026-04-01,Self-Employed,Tier 2,126957,24,12.81,689,False
L4417,2026-04,2026-04-01,Self-Employed,Tier 3,89799,12,14.61,746,False
L4418,2026-04,2026-04-01,Salaried,Tier 2,65409,48,11.69,478,False
L4419,2026-04,2026-04-01,Self-Employed,Tier 2,91887,24,20.07,649,False
L4420,2026-04,2026-04-01,Salaried,Tier 1,117568,12,16.56,782,False
L4421,2026-04,2026-04-01,Salaried,Tier 2,132362,36,19.1,637,False
L4422,2026-04,2026-04-01,Salaried,Tier 3,63918,36,17.18,806,False
L4423,2026-04,2026-04-01,Self-Employed,Tier 2,143693,12,17.68,746,False
L4424,2026-04,2026-04-01,Salaried,Tier 2,94233,36,17.76,627,False
L4425,2026-04,2026-04-01,Self-Employed,Tier 2,110047,12,16.33,778,False
L4426,2026-04,2026-04-01,Self-Employed,Tier 1,64718,24,16.25,827,False
L4427,2026-04,2026-04-01,Self-Employed,Tier 1,119453,12,19.29,649,False
L4428,2026-04,2026-04-01,Salaried,Tier 2,103307,48,13.38,635,False
L4429,2026-04,2026-04-01,Salaried,Tier 2,76579,48,21.19,756,False
L4430,2026-04,2026-04-01,Self-Employed,Tier 1,76161,24,20.21,621,False
L4431,2026-04,2026-04-01,Self-Employed,Tier 1,117519,24,21.04,680,False
L4432,2026-04,2026-04-01,Salaried,Tier 2,55618,36,16.45,604,False
L4433,2026-04,2026-04-01,Salaried,Tier 3,137930,24,21.3,757,False
L4434,2026-04,2026-04-01,Salaried,Tier 1,82651,36,20.06,738,False
L4435,2026-04,2026-04-01,Self-Employed,Tier 3,59577,12,14.27,705,False
L4436,2026-04,2026-04-01,Salaried,Tier 2,84653,36,20.3,603,False
L4437,2026-04,2026-04-01,Salaried,Tier 1,135618,12,19.55,793,False
L4438,2026-04,2026-04-01,Self-Employed,Tier 2,115965,36,19.21,754,False
L4439,2026-04,2026-04-01,Salaried,Tier 1,156247,48,12.28,615,False
L4440,2026-04,2026-04-01,Self-Employed,Tier 2,103033,48,13.09,581,False
L4441,2026-04,2026-04-01,Salaried,Tier 1,75402,12,17.52,670,False
L4442,2026-04,2026-04-01,Salaried,Tier 2,93610,36,16.84,710,False
L4443,2026-04,2026-04-01,Salaried,Tier 3,30491,48,19.25,728,False
L4444,2026-04,2026-04-01,Self-Employed,Tier 2,113886,12,18.08,691,False
L4445,2026-04,2026-04-01,Self-Employed,Tier 1,114951,24,12.92,662,False
L4446,2026-04,2026-04-01,Salaried,Tier 3,144453,12,16.07,526,False
L4447,2026-04,2026-04-01,Salaried,Tier 1,75389,12,16.91,707,False
L4448,2026-04,2026-04-01,Salaried,Tier 2,57281,24,13.94,873,False
L4449,2026-04,2026-04-01,Self-Employed,Tier 2,90214,48,21.34,737,False
L4450,2026-04,2026-04-01,Salaried,Tier 2,103333,36,14.23,469,False
L4451,2026-04,2026-04-01,Salaried,Tier 3,132567,36,20.72,727,False
L4452,2026-04,2026-04-01,Self-Employed,Tier 2,100218,12,17.38,713,False
L4453,2026-04,2026-04-01,Salaried,Tier 2,52449,24,15.24,681,False
L4454,2026-04,2026-04-01,Salaried,Tier 1,111933,24,16.43,643,False
L4455,2026-04,2026-04-01,Self-Employed,Tier 1,104154,24,18.32,778,False
L4456,2026-04,2026-04-01,Salaried,Tier 1,96813,12,21.93,675,False
L4457,2026-04,2026-04-01,Salaried,Tier 2,99198,48,21.01,693,False
L4458,2026-04,2026-04-01,Salaried,Tier 1,132590,12,16.77,699,False
L4459,2026-04,2026-04-01,Self-Employed,Tier 1,106014,36,13.34,797,False
L4460,2026-04,2026-04-01,Self-Employed,Tier 2,105598,36,20.85,856,False
L4461,2026-04,2026-04-01,Salaried,Tier 1,50752,48,16.59,694,False
L4462,2026-04,2026-04-01,Salaried,Tier 2,87422,24,11.53,669,False
L4463,2026-04,2026-04-01,Salaried,Tier 1,83528,48,19.28,855,False
L4464,2026-04,2026-04-01,Self-Employed,Tier 1,111809,24,14.68,628,False
L4465,2026-04,2026-04-01,Self-Employed,Tier 1,92942,36,15.09,772,False
L4466,2026-04,2026-04-01,Salaried,Tier 2,76643,12,19.48,758,False
L4467,2026-04,2026-04-01,Salaried,Tier 1,78841,24,18.06,742,False
L4468,2026-04,2026-04-01,Self-Employed,Tier 3,62154,36,21.68,836,False
L4469,2026-04,2026-04-01,Self-Employed,Tier 1,15000,12,21.25,800,False
L4470,2026-04,2026-04-01,Salaried,Tier 2,94266,24,13.34,719,False
L4471,2026-04,2026-04-01,Salaried,Tier 3,153874,48,14.47,693,False
L4472,2026-04,2026-04-01,Salaried,Tier 1,96426,48,14.69,713,False
L4473,2026-04,2026-04-01,Self-Employed,Tier 1,120475,24,20.65,547,False
L4474,2026-04,2026-04-01,Salaried,Tier 1,81854,24,20.24,756,False
L4475,2026-04,2026-04-01,Self-Employed,Tier 1,85435,24,11.97,702,False
L4476,2026-04,2026-04-01,Self-Employed,Tier 3,93750,36,13.05,768,False
L4477,2026-04,2026-04-01,Salaried,Tier 2,108756,36,18.49,784,False
L4478,2026-04,2026-04-01,Salaried,Tier 2,60905,24,16.71,681,False
L4479,2026-04,2026-04-01,Salaried,Tier 2,103621,24,15.54,834,False
L4480,2026-04,2026-04-01,Salaried,Tier 2,59091,12,11.9,534,False
L4481,2026-04,2026-04-01,Salaried,Tier 1,125549,24,16.82,843,False
L4482,2026-04,2026-04-01,Self-Employed,Tier 3,80226,36,12.29,708,False
L4483,2026-04,2026-04-01,Self-Employed,Tier 3,111492,36,16.93,731,False
L4484,2026-04,2026-04-01,Salaried,Tier 2,96558,24,14.53,680,False
L4485,2026-04,2026-04-01,Self-Employed,Tier 3,105963,48,14.22,789,False
L4486,2026-04,2026-04-01,Self-Employed,Tier 1,64226,36,20.47,659,False
L4487,2026-04,2026-04-01,Salaried,Tier 3,113924,24,21.05,681,False
L4488,2026-04,2026-04-01,Salaried,Tier 2,57517,48,20.95,658,False
L4489,2026-04,2026-04-01,Salaried,Tier 1,101844,12,11.6,632,False
L4490,2026-04,2026-04-01,Salaried,Tier 2,49872,24,18.83,737,False
L4491,2026-04,2026-04-01,Salaried,Tier 2,88547,36,15.55,634,False
L4492,2026-04,2026-04-01,Salaried,Tier 2,79493,24,16.55,770,False
L4493,2026-04,2026-04-01,Self-Employed,Tier 1,96775,12,13.22,558,False
L4494,2026-04,2026-04-01,Salaried,Tier 2,82785,12,20.17,715,False
L4495,2026-04,2026-04-01,Salaried,Tier 1,117770,24,19.69,548,False
L4496,2026-04,2026-04-01,Self-Employed,Tier 2,121053,12,18.74,640,False
L4497,2026-04,2026-04-01,Salaried,Tier 3,65580,48,12.69,625,False
L4498,2026-04,2026-04-01,Self-Employed,Tier 2,116446,36,21.86,709,False
L4499,2026-04,2026-04-01,Self-Employed,Tier 3,71922,36,20.64,804,False
L4500,2026-04,2026-04-01,Salaried,Tier 1,133818,12,17.29,812,False
L4501,2026-04,2026-04-01,Self-Employed,Tier 2,76215,48,12.39,759,False
L4502,2026-04,2026-04-01,Self-Employed,Tier 2,102676,12,14.82,672,False
L4503,2026-04,2026-04-01,Salaried,Tier 1,88313,24,18.12,671,False
L4504,2026-04,2026-04-01,Salaried,Tier 3,109192,24,19.81,561,False
L4505,2026-04,2026-04-01,Salaried,Tier 3,73942,48,11.73,660,False
L4506,2026-04,2026-04-01,Self-Employed,Tier 2,93987,48,13.6,615,False
L4507,2026-04,2026-04-01,Salaried,Tier 3,88973,48,15.78,617,False
L4508,2026-04,2026-04-01,Salaried,Tier 3,155460,48,12.92,614,False
L4509,2026-04,2026-04-01,Self-Employed,Tier 2,93861,36,19.13,568,False
L4510,2026-04,2026-04-01,Salaried,Tier 1,72816,12,14.46,604,False
L4511,2026-04,2026-04-01,Self-Employed,Tier 1,92552,36,12.11,537,False
L4512,2026-04,2026-04-01,Salaried,Tier 1,44231,48,19.25,617,False
L4513,2026-04,2026-04-01,Self-Employed,Tier 1,149498,48,16.54,607,False
L4514,2026-04,2026-04-01,Self-Employed,Tier 1,83989,24,19.72,694,False
L4515,2026-04,2026-04-01,Salaried,Tier 1,146803,36,16.22,803,False
L4516,2026-04,2026-04-01,Self-Employed,Tier 1,27267,36,21.25,677,False
L4517,2026-04,2026-04-01,Self-Employed,Tier 2,95791,24,11.68,543,False
L4518,2026-04,2026-04-01,Salaried,Tier 1,144259,36,19.3,535,False
L4519,2026-04,2026-04-01,Salaried,Tier 2,75673,24,14.9,503,False
L4520,2026-04,2026-04-01,Self-Employed,Tier 2,78006,48,13.29,647,False
L4521,2026-05,2026-05-01,Self-Employed,Tier 2,92564,12,20.8,662,False
L4522,2026-05,2026-05-01,Self-Employed,Tier 2,127087,48,14.72,686,False
L4523,2026-05,2026-05-01,Salaried,Tier 2,84363,48,21.72,718,False
L4524,2026-05,2026-05-01,Self-Employed,Tier 2,95810,48,12.41,581,False
L4525,2026-05,2026-05-01,Salaried,Tier 2,97362,12,13.29,774,False
L4526,2026-05,2026-05-01,Salaried,Tier 1,105072,48,15.79,711,False
L4527,2026-05,2026-05-01,Salaried,Tier 2,103036,24,15.34,789,False
L4528,2026-05,2026-05-01,Salaried,Tier 3,158448,36,19.38,553,False
L4529,2026-05,2026-05-01,Self-Employed,Tier 2,57869,12,18.42,667,False
L4530,2026-05,2026-05-01,Salaried,Tier 1,91935,24,18.74,686,False
L4531,2026-05,2026-05-01,Salaried,Tier 1,124280,36,19.66,648,False
L4532,2026-05,2026-05-01,Salaried,Tier 3,83485,24,13.4,728,False
L4533,2026-05,2026-05-01,Salaried,Tier 1,93263,48,13.14,583,False
L4534,2026-05,2026-05-01,Self-Employed,Tier 1,113231,48,12.81,740,False
L4535,2026-05,2026-05-01,Salaried,Tier 3,81980,36,12.99,765,False
L4536,2026-05,2026-05-01,Self-Employed,Tier 2,100775,24,13.47,618,False
L4537,2026-05,2026-05-01,Self-Employed,Tier 2,86099,12,21.02,683,False
L4538,2026-05,2026-05-01,Salaried,Tier 1,109574,24,19.31,741,False
L4539,2026-05,2026-05-01,Salaried,Tier 1,57100,48,17.65,569,False
L4540,2026-05,2026-05-01,Salaried,Tier 1,115327,36,15.82,768,False
L4541,2026-05,2026-05-01,Salaried,Tier 3,105037,36,13.08,728,False
L4542,2026-05,2026-05-01,Salaried,Tier 3,93579,12,17.3,650,False
L4543,2026-05,2026-05-01,Self-Employed,Tier 3,135984,48,19.85,815,False
L4544,2026-05,2026-05-01,Self-Employed,Tier 1,107231,36,14.81,679,False
L4545,2026-05,2026-05-01,Salaried,Tier 3,98837,36,15.64,850,False
L4546,2026-05,2026-05-01,Salaried,Tier 2,93737,48,13.94,720,False
L4547,2026-05,2026-05-01,Self-Employed,Tier 2,128562,12,14.47,778,False
L4548,2026-05,2026-05-01,Salaried,Tier 1,71246,48,17.65,778,False
L4549,2026-05,2026-05-01,Salaried,Tier 2,96162,24,14.89,788,False
L4550,2026-05,2026-05-01,Salaried,Tier 2,128390,36,19.24,860,False
L4551,2026-05,2026-05-01,Salaried,Tier 1,94793,12,18.07,773,False
L4552,2026-05,2026-05-01,Salaried,Tier 1,99842,48,19.62,747,False
L4553,2026-05,2026-05-01,Self-Employed,Tier 1,126939,36,20.56,689,False
L4554,2026-05,2026-05-01,Salaried,Tier 3,153541,48,18.29,631,False
L4555,2026-05,2026-05-01,Self-Employed,Tier 1,81456,24,20.54,695,False
L4556,2026-05,2026-05-01,Self-Employed,Tier 1,82748,12,13.78,683,False
L4557,2026-05,2026-05-01,Self-Employed,Tier 1,99990,12,21.09,709,False
L4558,2026-05,2026-05-01,Salaried,Tier 2,71120,36,17.08,519,False
L4559,2026-05,2026-05-01,Self-Employed,Tier 1,34738,12,17.4,702,False
L4560,2026-05,2026-05-01,Self-Employed,Tier 3,78382,36,14.92,611,False
L4561,2026-05,2026-05-01,Self-Employed,Tier 2,93535,36,13.84,586,False
L4562,2026-05,2026-05-01,Salaried,Tier 1,75425,48,14.64,644,False
L4563,2026-05,2026-05-01,Salaried,Tier 2,112832,12,20.42,665,False
L4564,2026-05,2026-05-01,Self-Employed,Tier 2,94800,36,19.95,750,False
L4565,2026-05,2026-05-01,Salaried,Tier 1,67035,12,20.92,676,False
L4566,2026-05,2026-05-01,Self-Employed,Tier 3,71005,24,20.63,564,False
L4567,2026-05,2026-05-01,Salaried,Tier 3,74455,12,12.81,706,False
L4568,2026-05,2026-05-01,Self-Employed,Tier 1,91196,12,19.34,542,False
L4569,2026-05,2026-05-01,Self-Employed,Tier 2,102530,12,14.09,813,False
L4570,2026-05,2026-05-01,Salaried,Tier 3,110639,48,11.76,607,False
L4571,2026-05,2026-05-01,Salaried,Tier 2,91717,24,21.8,726,False
L4572,2026-05,2026-05-01,Self-Employed,Tier 1,51914,12,13.58,706,False
L4573,2026-05,2026-05-01,Salaried,Tier 2,73808,12,21.51,692,False
L4574,2026-05,2026-05-01,Self-Employed,Tier 2,66343,24,19.25,781,False
L4575,2026-05,2026-05-01,Self-Employed,Tier 1,81493,48,20.31,735,False
L4576,2026-05,2026-05-01,Self-Employed,Tier 1,15000,48,18.76,631,False
L4577,2026-05,2026-05-01,Self-Employed,Tier 1,77190,12,20.77,580,False
L4578,2026-05,2026-05-01,Salaried,Tier 1,95164,12,11.83,726,False
L4579,2026-05,2026-05-01,Self-Employed,Tier 1,95577,48,17.24,595,False
L4580,2026-05,2026-05-01,Salaried,Tier 2,127249,48,13.17,723,False
L4581,2026-05,2026-05-01,Salaried,Tier 3,73454,48,21.88,684,False
L4582,2026-05,2026-05-01,Salaried,Tier 1,127098,36,21.05,710,False
L4583,2026-05,2026-05-01,Self-Employed,Tier 2,95455,12,14.28,798,False
L4584,2026-05,2026-05-01,Salaried,Tier 3,61304,24,13.34,744,False
L4585,2026-05,2026-05-01,Salaried,Tier 1,99715,48,15.06,590,False
L4586,2026-05,2026-05-01,Self-Employed,Tier 1,122092,24,18.35,587,False
L4587,2026-05,2026-05-01,Salaried,Tier 3,70954,36,19.68,891,False
L4588,2026-05,2026-05-01,Self-Employed,Tier 3,122126,24,18.31,668,False
L4589,2026-05,2026-05-01,Salaried,Tier 1,72137,24,20.9,692,False
L4590,2026-05,2026-05-01,Salaried,Tier 2,110119,48,21.75,644,False
L4591,2026-05,2026-05-01,Self-Employed,Tier 3,102075,12,15.55,738,False
L4592,2026-05,2026-05-01,Salaried,Tier 3,70727,12,15.68,809,False
L4593,2026-05,2026-05-01,Self-Employed,Tier 3,70622,36,20.91,772,False
L4594,2026-05,2026-05-01,Self-Employed,Tier 1,53966,24,20.39,686,False
L4595,2026-05,2026-05-01,Salaried,Tier 2,103580,36,11.57,641,False
L4596,2026-05,2026-05-01,Self-Employed,Tier 3,43961,12,12.61,846,False
L4597,2026-05,2026-05-01,Salaried,Tier 1,80338,24,18.53,722,False
L4598,2026-05,2026-05-01,Self-Employed,Tier 1,88167,12,20.4,694,False
L4599,2026-05,2026-05-01,Salaried,Tier 3,77392,24,18.04,700,False
L4600,2026-05,2026-05-01,Salaried,Tier 1,100083,48,11.6,749,False
L4601,2026-05,2026-05-01,Self-Employed,Tier 2,76521,12,17.29,592,False
L4602,2026-05,2026-05-01,Salaried,Tier 3,101900,12,16.51,647,False
L4603,2026-05,2026-05-01,Salaried,Tier 2,29540,36,13.95,746,False
